host_since,neighbourhood,city,accommodates,price
12/12/2011,Opera,Paris,4,92
23/11/2012,Popincourt,Paris,4,150
02/01/2013,Palais-Bourbon,Paris,4,168
12/03/2013,Menilmontant,Paris,4,145
01/04/2013,Observatoire,Paris,4,100
10/08/2012,Buttes-Montmartre,Paris,4,60
14/08/2013,Vaugirard,Paris,4,110
23/02/2010,Buttes-Chaumont,Paris,4,49
06/11/2011,Batignolles-Monceau,Paris,4,120
22/04/2014,Batignolles-Monceau,Paris,4,112
20/08/2013,Gobelins,Paris,4,130
18/01/2013,Opera,Paris,4,145
03/07/2014,Hotel-de-Ville,Paris,4,85
25/01/2015,Buttes-Montmartre,Paris,4,90
03/01/2015,Bourse,Paris,4,60
12/06/2014,Gobelins,Paris,4,65
24/04/2014,Vaugirard,Paris,4,80
08/12/2014,Pantheon,Paris,4,170
24/10/2011,Buttes-Montmartre,Paris,4,65
01/07/2014,Vaugirard,Paris,4,100
07/08/2011,Temple,Paris,4,120
04/05/2016,Buttes-Chaumont,Paris,4,68
28/05/2016,Buttes-Chaumont,Paris,4,68
16/07/2013,Enclos-St-Laurent,Paris,4,31
18/01/2016,Gobelins,Paris,4,47
19/06/2013,Reuilly,Paris,4,65
12/12/2011,Palais-Bourbon,Paris,4,139
15/09/2016,Enclos-St-Laurent,Paris,4,92
21/11/2016,Vaugirard,Paris,4,80
27/10/2011,Popincourt,Paris,4,100
07/12/2011,Buttes-Montmartre,Paris,4,68
28/09/2015,Batignolles-Monceau,Paris,4,65
10/07/2017,Menilmontant,Paris,4,55
16/04/2014,Temple,Paris,4,95
02/12/2012,Opera,Paris,4,80
06/02/2014,Reuilly,Paris,4,100
30/09/2016,Buttes-Montmartre,Paris,4,130
25/07/2014,Vaugirard,Paris,4,70
05/04/2017,Buttes-Chaumont,Paris,4,99
13/10/2014,Buttes-Montmartre,Paris,4,65
16/04/2018,Menilmontant,Paris,4,90
02/06/2018,Louvre,Paris,4,60
28/07/2014,Popincourt,Paris,4,88
16/08/2016,Buttes-Montmartre,Paris,4,92
18/08/2015,Popincourt,Paris,4,100
12/04/2015,Buttes-Chaumont,Paris,4,80
16/03/2016,Menilmontant,Paris,4,425
09/09/2015,Batignolles-Monceau,Paris,4,89
31/01/2012,Menilmontant,Paris,4,35
24/09/2012,Buttes-Montmartre,Paris,4,96
08/05/2012,Buttes-Montmartre,Paris,4,200
05/11/2012,Passy,Paris,4,81
29/04/2013,Temple,Paris,4,115
19/03/2014,Temple,Paris,4,100
19/10/2014,Buttes-Montmartre,Paris,4,88
17/11/2014,Pantheon,Paris,4,140
05/09/2014,Enclos-St-Laurent,Paris,4,81
28/02/2015,Gobelins,Paris,4,70
10/02/2015,Popincourt,Paris,4,100
15/09/2014,Observatoire,Paris,4,35
11/05/2015,Batignolles-Monceau,Paris,4,90
13/04/2015,Vaugirard,Paris,4,119
15/05/2015,Buttes-Montmartre,Paris,4,79
04/06/2015,Gobelins,Paris,4,62
20/05/2014,Enclos-St-Laurent,Paris,4,100
10/02/2015,Opera,Paris,4,120
08/07/2014,Vaugirard,Paris,4,80
03/06/2014,Vaugirard,Paris,4,65
29/09/2015,Vaugirard,Paris,4,91
15/02/2014,Pantheon,Paris,4,115
01/03/2014,Popincourt,Paris,4,160
13/12/2015,Enclos-St-Laurent,Paris,4,66
28/03/2013,Buttes-Montmartre,Paris,4,80
15/06/2015,Vaugirard,Paris,4,85
28/02/2016,Popincourt,Paris,4,110
16/03/2014,Popincourt,Paris,4,95
31/03/2016,Vaugirard,Paris,4,60
22/09/2014,Elysee,Paris,4,104
04/06/2016,Passy,Paris,4,115
20/10/2015,Reuilly,Paris,4,90
10/04/2016,Popincourt,Paris,4,110
30/06/2013,Buttes-Montmartre,Paris,4,99
31/07/2016,Batignolles-Monceau,Paris,4,110
04/07/2014,Observatoire,Paris,4,70
08/03/2016,Vaugirard,Paris,4,50
08/01/2017,Vaugirard,Paris,4,49
11/02/2016,Buttes-Montmartre,Paris,4,110
06/09/2015,Buttes-Montmartre,Paris,4,70
20/03/2014,Hotel-de-Ville,Paris,4,120
10/08/2015,Popincourt,Paris,4,60
05/05/2017,Opera,Paris,4,100
14/08/2013,Popincourt,Paris,4,85
24/05/2013,Buttes-Montmartre,Paris,4,100
15/08/2017,Vaugirard,Paris,4,105
22/05/2017,Batignolles-Monceau,Paris,4,75
04/02/2016,Menilmontant,Paris,4,55
14/12/2015,Temple,Paris,4,85
27/04/2015,Popincourt,Paris,4,60
17/01/2016,Buttes-Montmartre,Paris,4,70
12/01/2015,Vaugirard,Paris,4,90
06/03/2014,Buttes-Montmartre,Paris,4,70
30/07/2013,Popincourt,Paris,4,40
22/05/2018,Luxembourg,Paris,4,95
15/04/2014,Enclos-St-Laurent,Paris,4,62
27/04/2016,Vaugirard,Paris,4,90
12/04/2015,Opera,Paris,4,119
12/01/2015,Buttes-Montmartre,Paris,4,170
09/02/2015,Buttes-Montmartre,Paris,4,108
29/07/2016,Buttes-Montmartre,Paris,4,103
28/02/2018,Palais-Bourbon,Paris,4,108
25/05/2015,Buttes-Montmartre,Paris,4,170
14/06/2014,Buttes-Chaumont,Paris,4,90
29/06/2015,Vaugirard,Paris,4,139
19/06/2014,Buttes-Montmartre,Paris,4,50
12/10/2015,Buttes-Montmartre,Paris,4,70
24/04/2014,Reuilly,Paris,4,49
23/05/2016,Popincourt,Paris,4,40
28/07/2016,Observatoire,Paris,4,39
09/06/2015,Vaugirard,Paris,4,65
07/04/2014,Buttes-Montmartre,Paris,4,75
26/04/2015,Gobelins,Paris,4,55
21/06/2015,Buttes-Montmartre,Paris,4,70
13/07/2014,Observatoire,Paris,4,60
25/07/2018,Gobelins,Paris,4,71
02/08/2015,Gobelins,Paris,4,75
29/07/2016,Buttes-Montmartre,Paris,4,85
31/01/2015,Louvre,Paris,4,60
07/03/2019,Passy,Paris,4,75
23/03/2014,Buttes-Chaumont,Paris,4,70
17/07/2014,Buttes-Montmartre,Paris,4,100
30/04/2013,Palais-Bourbon,Paris,4,116
16/05/2013,Vaugirard,Paris,4,90
04/08/2015,Buttes-Montmartre,Paris,4,75
01/12/2016,Observatoire,Paris,4,60
13/08/2014,Observatoire,Paris,4,65
20/05/2014,Hotel-de-Ville,Paris,4,130
14/07/2017,Buttes-Montmartre,Paris,4,33
13/05/2016,Pantheon,Paris,4,100
22/07/2012,Menilmontant,Paris,4,44
19/07/2015,Reuilly,Paris,4,42
08/06/2015,Opera,Paris,4,90
12/08/2013,Bourse,Paris,4,107
24/03/2012,Buttes-Chaumont,Paris,4,90
04/03/2015,Observatoire,Paris,4,110
22/08/2013,Buttes-Montmartre,Paris,4,60
24/03/2015,Buttes-Montmartre,Paris,4,74
30/12/2012,Popincourt,Paris,4,90
26/10/2011,Menilmontant,Paris,4,70
23/06/2012,Menilmontant,Paris,4,38
07/07/2012,Temple,Paris,4,110
15/01/2012,Vaugirard,Paris,4,100
17/08/2012,Opera,Paris,4,80
26/08/2012,Popincourt,Paris,4,110
20/06/2013,Vaugirard,Paris,4,75
10/09/2013,Observatoire,Paris,4,45
29/12/2011,Reuilly,Paris,4,90
15/06/2014,Vaugirard,Paris,4,70
15/06/2013,Luxembourg,Paris,4,125
02/11/2014,Pantheon,Paris,4,110
26/11/2014,Elysee,Paris,4,140
07/01/2015,Buttes-Montmartre,Paris,4,150
08/02/2015,Popincourt,Paris,4,49
01/10/2013,Batignolles-Monceau,Paris,4,80
18/10/2011,Buttes-Montmartre,Paris,4,60
20/06/2015,Bourse,Paris,4,100
02/04/2015,Vaugirard,Paris,4,90
13/03/2012,Popincourt,Paris,4,75
27/12/2013,Vaugirard,Paris,4,67
11/09/2015,Menilmontant,Paris,4,60
09/01/2014,Buttes-Montmartre,Paris,4,80
24/10/2015,Vaugirard,Paris,4,115
21/09/2014,Buttes-Montmartre,Paris,4,30
17/02/2014,Hotel-de-Ville,Paris,4,80
27/10/2013,Bourse,Paris,4,95
29/05/2016,Vaugirard,Paris,4,64
11/06/2016,Popincourt,Paris,4,50
11/05/2015,Temple,Paris,4,95
23/04/2016,Vaugirard,Paris,4,80
20/05/2016,Menilmontant,Paris,4,34
21/12/2011,Buttes-Montmartre,Paris,4,95
05/08/2013,Menilmontant,Paris,4,55
22/07/2016,Popincourt,Paris,4,60
16/12/2014,Buttes-Montmartre,Paris,4,85
03/12/2014,Buttes-Montmartre,Paris,4,90
25/08/2012,Hotel-de-Ville,Paris,4,99
24/03/2013,Vaugirard,Paris,4,95
17/12/2015,Buttes-Chaumont,Paris,4,70
16/12/2016,Opera,Paris,4,100
18/07/2016,Batignolles-Monceau,Paris,4,70
21/03/2013,Popincourt,Paris,4,85
06/11/2014,Buttes-Chaumont,Paris,4,60
25/05/2015,Buttes-Montmartre,Paris,4,80
18/11/2013,Batignolles-Monceau,Paris,4,70
09/12/2016,Menilmontant,Paris,4,36
12/05/2015,Vaugirard,Paris,4,55
30/06/2015,Batignolles-Monceau,Paris,4,90
18/01/2012,Popincourt,Paris,4,60
29/04/2014,Batignolles-Monceau,Paris,4,42
05/10/2014,Louvre,Paris,4,68
08/04/2015,Hotel-de-Ville,Paris,4,95
25/12/2015,Popincourt,Paris,4,86
11/11/2012,Popincourt,Paris,4,50
14/08/2017,Buttes-Chaumont,Paris,4,183
28/08/2016,Batignolles-Monceau,Paris,4,110
05/09/2017,Observatoire,Paris,4,55
21/07/2016,Gobelins,Paris,4,54
31/08/2014,Enclos-St-Laurent,Paris,4,80
18/10/2013,Reuilly,Paris,4,110
16/04/2015,Batignolles-Monceau,Paris,4,41
04/11/2017,Observatoire,Paris,4,60
11/09/2014,Buttes-Montmartre,Paris,4,98
25/05/2015,Temple,Paris,4,125
25/11/2017,Gobelins,Paris,4,90
10/03/2013,Buttes-Chaumont,Paris,4,90
01/05/2013,Popincourt,Paris,4,91
18/02/2015,Temple,Paris,4,92
22/07/2013,Buttes-Montmartre,Paris,4,70
25/04/2016,Buttes-Montmartre,Paris,4,85
26/07/2014,Batignolles-Monceau,Paris,4,90
14/07/2013,Menilmontant,Paris,4,109
12/03/2013,Popincourt,Paris,4,160
28/01/2017,Enclos-St-Laurent,Paris,4,120
01/04/2017,Hotel-de-Ville,Paris,4,90
12/06/2018,Temple,Paris,4,140
05/06/2018,Enclos-St-Laurent,Paris,4,150
11/03/2018,Temple,Paris,4,120
30/08/2015,Menilmontant,Paris,4,60
24/04/2015,Buttes-Montmartre,Paris,4,110
14/06/2014,Opera,Paris,4,60
29/06/2016,Menilmontant,Paris,4,90
30/04/2014,Buttes-Montmartre,Paris,4,75
10/06/2014,Batignolles-Monceau,Paris,4,69
14/11/2016,Buttes-Montmartre,Paris,4,150
30/10/2014,Batignolles-Monceau,Paris,4,70
04/05/2015,Popincourt,Paris,4,104
05/02/2019,Opera,Paris,4,120
16/07/2014,Buttes-Montmartre,Paris,4,70
30/08/2014,Passy,Paris,4,120
02/12/2014,Popincourt,Paris,4,219
07/01/2018,Enclos-St-Laurent,Paris,4,110
15/11/2017,Luxembourg,Paris,4,150
10/08/2016,Buttes-Montmartre,Paris,4,115
09/06/2019,Popincourt,Paris,4,110
05/02/2015,Vaugirard,Paris,4,239
23/09/2015,Buttes-Chaumont,Paris,4,95
18/07/2019,Popincourt,Paris,4,75
30/07/2019,Temple,Paris,4,100
21/05/2016,Vaugirard,Paris,4,84
25/11/2011,Buttes-Montmartre,Paris,2,90
20/08/2012,Vaugirard,Paris,2,105
30/03/2014,Elysee,Paris,2,120
06/09/2013,Popincourt,Paris,2,90
16/07/2012,Opera,Paris,2,80
05/03/2013,Temple,Paris,2,43
10/09/2014,Buttes-Montmartre,Paris,2,40
25/05/2014,Enclos-St-Laurent,Paris,2,85
28/12/2013,Batignolles-Monceau,Paris,2,105
02/12/2012,Palais-Bourbon,Paris,2,95
04/01/2012,Opera,Paris,2,120
06/07/2015,Luxembourg,Paris,2,50
21/07/2015,Buttes-Montmartre,Paris,2,1000
03/07/2015,Observatoire,Paris,2,30
13/12/2011,Popincourt,Paris,2,110
20/01/2015,Batignolles-Monceau,Paris,2,80
13/03/2014,Opera,Paris,2,111
15/06/2016,Louvre,Paris,2,70
02/08/2016,Palais-Bourbon,Paris,2,60
06/03/2013,Opera,Paris,2,45
29/03/2015,Gobelins,Paris,2,70
04/08/2014,Popincourt,Paris,2,169
25/07/2014,Enclos-St-Laurent,Paris,2,45
23/03/2014,Menilmontant,Paris,2,55
04/12/2017,Batignolles-Monceau,Paris,2,70
05/07/2014,Buttes-Montmartre,Paris,2,50
19/04/2014,Temple,Paris,2,85
09/04/2016,Buttes-Chaumont,Paris,2,113
27/10/2014,Enclos-St-Laurent,Paris,2,70
24/02/2016,Buttes-Montmartre,Paris,2,65
18/03/2018,Pantheon,Paris,2,170
02/12/2014,Menilmontant,Paris,2,100
23/01/2016,Enclos-St-Laurent,Paris,2,61
02/07/2015,Buttes-Montmartre,Paris,2,60
18/02/2016,Buttes-Montmartre,Paris,2,70
03/04/2017,Batignolles-Monceau,Paris,2,50
07/07/2018,Enclos-St-Laurent,Paris,2,110
03/06/2015,Buttes-Montmartre,Paris,2,100
24/10/2010,Popincourt,Paris,2,55
13/07/2010,Bourse,Paris,2,64
01/06/2011,Temple,Paris,2,90
07/01/2012,Buttes-Chaumont,Paris,2,80
18/04/2012,Buttes-Chaumont,Paris,2,32
08/07/2012,Enclos-St-Laurent,Paris,2,55
16/07/2012,Elysee,Paris,2,67
16/07/2012,Menilmontant,Paris,2,40
18/07/2012,Gobelins,Paris,2,42
31/07/2012,Hotel-de-Ville,Paris,2,35
02/09/2012,Opera,Paris,2,59
15/10/2012,Vaugirard,Paris,2,80
06/11/2012,Menilmontant,Paris,2,85
20/11/2012,Popincourt,Paris,2,27
14/08/2011,Bourse,Paris,2,90
17/12/2012,Gobelins,Paris,2,77
10/09/2012,Popincourt,Paris,2,97
10/05/2013,Enclos-St-Laurent,Paris,2,95
11/11/2013,Reuilly,Paris,2,70
03/11/2013,Buttes-Chaumont,Paris,2,17
19/05/2014,Gobelins,Paris,2,60
07/06/2014,Opera,Paris,2,90
26/04/2014,Bourse,Paris,2,78
31/03/2013,Palais-Bourbon,Paris,2,100
12/06/2014,Menilmontant,Paris,2,40
09/07/2014,Hotel-de-Ville,Paris,2,80
15/10/2013,Enclos-St-Laurent,Paris,2,49
07/08/2014,Buttes-Montmartre,Paris,2,70
22/03/2014,Enclos-St-Laurent,Paris,2,50
16/09/2014,Vaugirard,Paris,2,250
02/11/2014,Observatoire,Paris,2,69
13/01/2015,Vaugirard,Paris,2,999
03/10/2013,Elysee,Paris,2,75
03/01/2015,Buttes-Montmartre,Paris,2,43
25/04/2015,Buttes-Montmartre,Paris,2,55
09/09/2014,Luxembourg,Paris,2,100
14/06/2015,Hotel-de-Ville,Paris,2,87
12/02/2013,Temple,Paris,2,88
06/04/2013,Enclos-St-Laurent,Paris,2,65
04/12/2013,Buttes-Montmartre,Paris,2,55
18/07/2014,Palais-Bourbon,Paris,2,120
05/02/2016,Buttes-Montmartre,Paris,2,65
08/12/2014,Elysee,Paris,2,63
08/10/2015,Vaugirard,Paris,2,45
07/08/2014,Popincourt,Paris,2,55
23/07/2014,Buttes-Montmartre,Paris,2,30
02/07/2016,Opera,Paris,2,39
18/06/2013,Enclos-St-Laurent,Paris,2,53
20/06/2012,Buttes-Montmartre,Paris,2,55
02/07/2015,Batignolles-Monceau,Paris,2,53
21/04/2015,Batignolles-Monceau,Paris,2,40
08/09/2016,Buttes-Montmartre,Paris,2,62
25/05/2012,Menilmontant,Paris,2,65
28/05/2015,Pantheon,Paris,2,70
13/10/2013,Menilmontant,Paris,2,51
20/12/2015,Popincourt,Paris,2,50
23/06/2013,Popincourt,Paris,2,75
23/05/2014,Enclos-St-Laurent,Paris,2,90
17/01/2015,Pantheon,Paris,2,80
24/03/2015,Popincourt,Paris,2,70
22/06/2014,Popincourt,Paris,2,80
01/03/2015,Passy,Paris,2,100
29/04/2012,Pantheon,Paris,2,70
26/12/2014,Observatoire,Paris,2,50
21/12/2015,Batignolles-Monceau,Paris,2,110
16/07/2012,Gobelins,Paris,2,70
05/03/2017,Menilmontant,Paris,2,60
30/09/2015,Temple,Paris,2,85
16/08/2015,Vaugirard,Paris,2,80
09/01/2018,Vaugirard,Paris,2,90
02/12/2013,Reuilly,Paris,2,90
28/04/2018,Palais-Bourbon,Paris,2,200
06/07/2012,Buttes-Montmartre,Paris,2,50
06/10/2014,Elysee,Paris,2,120
12/02/2012,Popincourt,Paris,2,80
14/05/2014,Popincourt,Paris,2,100
16/10/2014,Batignolles-Monceau,Paris,2,75
11/01/2015,Temple,Paris,2,73
22/06/2018,Batignolles-Monceau,Paris,2,89
23/08/2014,Louvre,Paris,2,68
29/03/2016,Passy,Paris,2,100
27/04/2016,Vaugirard,Paris,2,100
18/12/2016,Enclos-St-Laurent,Paris,2,95
01/08/2010,Enclos-St-Laurent,Paris,2,60
22/05/2012,Temple,Paris,2,98
06/07/2012,Buttes-Montmartre,Paris,2,40
15/12/2012,Buttes-Montmartre,Paris,2,103
06/02/2013,Vaugirard,Paris,2,110
23/01/2012,Buttes-Montmartre,Paris,2,95
18/07/2013,Bourse,Paris,2,130
23/10/2013,Enclos-St-Laurent,Paris,2,60
03/04/2014,Buttes-Montmartre,Paris,2,75
07/07/2014,Bourse,Paris,2,70
19/05/2014,Bourse,Paris,2,66
11/05/2013,Buttes-Montmartre,Paris,2,50
26/11/2014,Batignolles-Monceau,Paris,2,108
18/01/2012,Temple,Paris,2,129
19/01/2012,Buttes-Montmartre,Paris,2,250
08/02/2015,Observatoire,Paris,2,89
07/03/2014,Popincourt,Paris,2,65
19/04/2015,Opera,Paris,2,130
24/07/2015,Menilmontant,Paris,2,53
27/03/2016,Buttes-Chaumont,Paris,2,75
08/04/2015,Enclos-St-Laurent,Paris,2,65
05/06/2016,Louvre,Paris,2,65
08/06/2016,Buttes-Montmartre,Paris,2,70
24/07/2016,Buttes-Chaumont,Paris,2,39
03/06/2013,Enclos-St-Laurent,Paris,2,55
29/06/2014,Menilmontant,Paris,2,40
28/03/2016,Popincourt,Paris,2,45
02/01/2017,Popincourt,Paris,2,80
25/12/2015,Buttes-Montmartre,Paris,2,45
16/02/2017,Enclos-St-Laurent,Paris,2,48
19/10/2016,Bourse,Paris,2,46
27/05/2016,Opera,Paris,2,39
11/09/2014,Pantheon,Paris,2,70
18/05/2016,Batignolles-Monceau,Paris,2,42
15/03/2016,Buttes-Montmartre,Paris,2,90
16/05/2016,Batignolles-Monceau,Paris,2,86
19/08/2012,Popincourt,Paris,2,33
30/11/2017,Menilmontant,Paris,2,55
29/08/2014,Batignolles-Monceau,Paris,2,80
11/11/2014,Menilmontant,Paris,2,70
04/02/2013,Buttes-Montmartre,Paris,2,150
19/08/2013,Buttes-Chaumont,Paris,2,75
13/07/2015,Opera,Paris,2,90
31/07/2018,Gobelins,Paris,2,70
04/08/2014,Popincourt,Paris,2,75
18/02/2019,Popincourt,Paris,2,128
03/06/2018,Buttes-Montmartre,Paris,2,110
15/07/2015,Observatoire,Paris,2,85
26/04/2019,Enclos-St-Laurent,Paris,2,98
11/08/2015,Reuilly,Paris,2,90
08/07/2015,Passy,Paris,2,100
15/05/2019,Observatoire,Paris,2,69
07/10/2017,Luxembourg,Paris,2,100
11/11/2013,Popincourt,Paris,2,60
25/12/2014,Buttes-Montmartre,Paris,2,50
08/02/2013,Buttes-Chaumont,Paris,2,80
22/06/2012,Enclos-St-Laurent,Paris,2,61
28/04/2014,Temple,Paris,2,90
04/03/2014,Popincourt,Paris,2,100
09/07/2014,Menilmontant,Paris,2,61
19/08/2014,Popincourt,Paris,2,80
07/09/2014,Menilmontant,Paris,2,55
26/05/2015,Louvre,Paris,2,89
29/05/2015,Buttes-Montmartre,Paris,2,45
08/05/2013,Louvre,Paris,2,100
02/06/2011,Menilmontant,Paris,2,40
09/03/2014,Buttes-Chaumont,Paris,2,45
07/08/2014,Buttes-Montmartre,Paris,2,50
23/09/2014,Popincourt,Paris,2,60
10/10/2015,Batignolles-Monceau,Paris,2,50
26/10/2015,Popincourt,Paris,2,55
05/06/2015,Vaugirard,Paris,2,48
14/05/2016,Vaugirard,Paris,2,46
14/07/2016,Louvre,Paris,2,50
20/07/2016,Buttes-Montmartre,Paris,2,45
16/02/2014,Reuilly,Paris,2,40
22/05/2015,Buttes-Chaumont,Paris,2,93
12/06/2015,Opera,Paris,2,120
20/04/2016,Menilmontant,Paris,2,52
04/12/2014,Menilmontant,Paris,2,65
02/12/2013,Popincourt,Paris,2,35
08/03/2018,Popincourt,Paris,2,60
01/07/2014,Menilmontant,Paris,2,84
11/09/2018,Buttes-Chaumont,Paris,2,45
07/06/2015,Batignolles-Monceau,Paris,2,67
11/05/2019,Batignolles-Monceau,Paris,2,80
03/07/2018,Temple,Paris,2,70
29/06/2015,Popincourt,Paris,2,120
25/05/2016,Buttes-Chaumont,Paris,2,75
19/03/2014,Luxembourg,Paris,2,110
21/05/2015,Gobelins,Paris,2,50
19/04/2015,Luxembourg,Paris,2,85
23/03/2016,Luxembourg,Paris,2,70
16/03/2015,Popincourt,Paris,2,52
24/07/2014,Buttes-Montmartre,Paris,2,75
20/05/2016,Buttes-Chaumont,Paris,2,49
28/05/2016,Menilmontant,Paris,2,32
02/06/2016,Batignolles-Monceau,Paris,2,40
24/06/2013,Buttes-Montmartre,Paris,2,70
31/07/2012,Buttes-Montmartre,Paris,2,99
30/06/2016,Gobelins,Paris,2,85
05/01/2016,Hotel-de-Ville,Paris,2,70
25/07/2016,Bourse,Paris,2,63
24/11/2014,Vaugirard,Paris,2,66
03/03/2017,Elysee,Paris,2,180
10/02/2015,Buttes-Montmartre,Paris,2,3000
17/03/2016,Popincourt,Paris,2,50
01/09/2015,Bourse,Paris,2,25
15/08/2017,Vaugirard,Paris,2,60
14/11/2017,Menilmontant,Paris,2,50
14/12/2015,Popincourt,Paris,2,65
09/03/2018,Buttes-Montmartre,Paris,2,80
03/11/2016,Batignolles-Monceau,Paris,2,70
09/06/2018,Passy,Paris,2,120
18/10/2015,Popincourt,Paris,2,90
07/10/2015,Buttes-Montmartre,Paris,2,66
30/06/2014,Buttes-Chaumont,Paris,2,123
19/09/2015,Louvre,Paris,2,100
18/12/2011,Menilmontant,Paris,2,90
26/07/2018,Palais-Bourbon,Paris,2,92
05/01/2016,Reuilly,Paris,2,70
03/06/2013,Vaugirard,Paris,2,105
14/06/2015,Observatoire,Paris,2,130
31/08/2012,Menilmontant,Paris,2,90
16/06/2015,Hotel-de-Ville,Paris,2,89
04/03/2016,Buttes-Chaumont,Paris,2,60
13/04/2012,Gobelins,Paris,2,50
02/03/2017,Opera,Paris,2,85
05/03/2020,Passy,Paris,2,150
20/07/2015,Vaugirard,Paris,2,75
12/07/2017,Vaugirard,Paris,2,95
14/05/2014,Luxembourg,Paris,2,100
23/07/2011,Popincourt,Paris,2,97
18/10/2011,Popincourt,Paris,2,45
24/01/2012,Popincourt,Paris,2,72
12/05/2012,Enclos-St-Laurent,Paris,2,50
05/07/2012,Vaugirard,Paris,2,80
22/09/2012,Popincourt,Paris,2,65
02/11/2012,Batignolles-Monceau,Paris,2,90
17/12/2012,Popincourt,Paris,2,30
20/02/2013,Buttes-Montmartre,Paris,2,60
13/11/2013,Buttes-Chaumont,Paris,2,55
16/04/2014,Buttes-Montmartre,Paris,2,75
27/06/2014,Buttes-Montmartre,Paris,2,59
01/07/2014,Popincourt,Paris,2,70
17/02/2012,Passy,Paris,2,40
22/09/2014,Buttes-Montmartre,Paris,2,70
17/02/2013,Luxembourg,Paris,2,50
30/09/2014,Batignolles-Monceau,Paris,2,110
10/08/2013,Buttes-Montmartre,Paris,2,40
06/03/2015,Vaugirard,Paris,2,46
29/08/2014,Temple,Paris,2,80
09/04/2015,Temple,Paris,2,150
19/04/2015,Passy,Paris,2,110
20/04/2015,Reuilly,Paris,2,60
18/05/2015,Popincourt,Paris,2,240
26/03/2015,Buttes-Montmartre,Paris,2,80
29/05/2015,Bourse,Paris,2,80
20/04/2015,Enclos-St-Laurent,Paris,2,70
16/06/2015,Batignolles-Monceau,Paris,2,74
21/06/2015,Buttes-Chaumont,Paris,2,35
04/04/2012,Batignolles-Monceau,Paris,2,49
29/06/2014,Buttes-Montmartre,Paris,2,100
12/06/2013,Menilmontant,Paris,2,90
03/07/2014,Gobelins,Paris,2,50
27/11/2013,Vaugirard,Paris,2,70
10/07/2015,Hotel-de-Ville,Paris,2,150
10/07/2015,Vaugirard,Paris,2,95
03/07/2012,Buttes-Chaumont,Paris,2,35
02/08/2015,Buttes-Montmartre,Paris,2,35
04/08/2015,Vaugirard,Paris,2,80
23/04/2014,Enclos-St-Laurent,Paris,2,160
17/09/2015,Temple,Paris,2,90
13/07/2015,Enclos-St-Laurent,Paris,2,50
19/04/2015,Observatoire,Paris,2,110
06/02/2013,Vaugirard,Paris,2,35
08/10/2014,Palais-Bourbon,Paris,2,80
30/11/2015,Buttes-Montmartre,Paris,2,50
29/05/2014,Popincourt,Paris,2,85
11/05/2012,Reuilly,Paris,2,100
13/11/2015,Buttes-Chaumont,Paris,2,75
12/05/2012,Vaugirard,Paris,2,99
22/05/2014,Observatoire,Paris,2,55
05/04/2016,Reuilly,Paris,2,30
26/10/2014,Passy,Paris,2,119
03/06/2015,Opera,Paris,2,65
11/03/2014,Buttes-Montmartre,Paris,2,75
02/08/2015,Opera,Paris,2,60
27/04/2016,Popincourt,Paris,2,41
18/05/2016,Passy,Paris,2,137
16/12/2014,Buttes-Montmartre,Paris,2,70
24/04/2016,Temple,Paris,2,100
05/11/2014,Batignolles-Monceau,Paris,2,36
15/02/2016,Opera,Paris,2,90
19/06/2014,Reuilly,Paris,2,85
19/07/2012,Popincourt,Paris,2,80
08/08/2013,Buttes-Montmartre,Paris,2,87
24/04/2012,Menilmontant,Paris,2,88
10/07/2016,Enclos-St-Laurent,Paris,2,50
20/07/2016,Buttes-Montmartre,Paris,2,70
20/07/2016,Gobelins,Paris,2,55
02/08/2016,Menilmontant,Paris,2,60
01/06/2016,Vaugirard,Paris,2,65
14/12/2014,Buttes-Montmartre,Paris,2,34
13/06/2013,Pantheon,Paris,2,100
20/11/2013,Vaugirard,Paris,2,100
08/10/2015,Observatoire,Paris,2,52
04/02/2015,Opera,Paris,2,110
08/07/2015,Buttes-Chaumont,Paris,2,60
04/02/2015,Buttes-Chaumont,Paris,2,55
16/08/2017,Opera,Paris,2,65
14/11/2017,Passy,Paris,2,120
21/01/2016,Enclos-St-Laurent,Paris,2,150
31/07/2015,Enclos-St-Laurent,Paris,2,67
01/05/2016,Buttes-Chaumont,Paris,2,65
06/02/2014,Enclos-St-Laurent,Paris,2,129
04/02/2018,Buttes-Montmartre,Paris,2,80
04/08/2014,Popincourt,Paris,2,55
25/07/2016,Vaugirard,Paris,2,85
16/02/2018,Pantheon,Paris,2,78
30/09/2018,Opera,Paris,2,150
15/09/2014,Batignolles-Monceau,Paris,2,80
09/06/2015,Passy,Paris,2,150
22/03/2012,Vaugirard,Paris,2,150
21/12/2013,Vaugirard,Paris,2,100
11/02/2013,Passy,Paris,2,150
27/10/2012,Enclos-St-Laurent,Paris,2,70
16/08/2019,Menilmontant,Paris,2,80
30/12/2012,Batignolles-Monceau,Paris,2,130
20/10/2013,Popincourt,Paris,2,90
18/01/2013,Temple,Paris,2,120
03/07/2014,Hotel-de-Ville,Paris,2,110
16/07/2020,Temple,Paris,2,99
07/08/2020,Buttes-Montmartre,Paris,2,94
24/03/2012,Popincourt,Paris,2,100
04/06/2012,Buttes-Montmartre,Paris,2,113
23/07/2012,Temple,Paris,2,100
09/08/2014,Gobelins,Paris,2,45
23/03/2014,Observatoire,Paris,2,65
06/07/2015,Gobelins,Paris,2,89
